"Week","Year","Industry","Revenue","Source"
"Week 8","2021","GRAIN & FERTS",1275.6317,"CN"
"Week 8","2021","INTERMODAL",1158.26155,"CN"
"Week 8","2021","METALS&MINERALS",517.59639,"CN"
"Week 8","2021","PETRO&CHEMICALS",913.76433,"CN"
"Week 8","2021","RTMs TOTAL",4777.72831,"CN"
"Week 9","2021","AUTOMOTIVE",64.67018,"CN"
"Week 9","2021","COAL",282.70705,"CN"
"Week 9","2021","FOREST PRODUCTS",513.07962,"CN"
"Week 9","2021","GRAIN & FERTS",1457.16821,"CN"
"Week 9","2021","INTERMODAL",1246.49973,"CN"
"Week 9","2021","METALS&MINERALS",529.34486,"CN"
"Week 9","2021","PETRO&CHEMICALS",870.09681,"CN"
"Week 9","2021","RTMs TOTAL",4963.56645,"CN"
"Week 10","2021","AUTOMOTIVE",56.72572,"CN"
"Week 10","2021","COAL",316.20331,"CN"
"Week 10","2021","FOREST PRODUCTS",549.91159,"CN"
"Week 10","2021","GRAIN & FERTS",1560.60441,"CN"
"Week 10","2021","INTERMODAL",1282.33193,"CN"
"Week 10","2021","METALS&MINERALS",499.03524,"CN"
"Week 10","2021","PETRO&CHEMICALS",842.37506,"CN"
"Week 10","2021","RTMs TOTAL",5107.18726,"CN"
"Week 11","2021","AUTOMOTIVE",69.78491,"CN"
"Week 11","2021","COAL",232.23547,"CN"
"Week 11","2021","FOREST PRODUCTS",519.50851,"CN"
"Week 11","2021","GRAIN & FERTS",1455.29441,"CN"
"Week 11","2021","INTERMODAL",1226.97006,"CN"
"Week 11","2021","METALS&MINERALS",451.45942,"CN"
"Week 11","2021","PETRO&CHEMICALS",873.39273,"CN"
"Week 11","2021","RTMs TOTAL",4828.64552,"CN"
"Week 12","2021","AUTOMOTIVE",55.07449,"CN"
"Week 12","2021","COAL",279.66842,"CN"
"Week 12","2021","FOREST PRODUCTS",559.64441,"CN"
"Week 12","2021","GRAIN & FERTS",1565.99873,"CN"
"Week 12","2021","INTERMODAL",1245.32912,"CN"
"Week 12","2021","METALS&MINERALS",540.7482,"CN"
"Week 12","2021","PETRO&CHEMICALS",764.70252,"CN"
"Week 12","2021","RTMs TOTAL",5011.1659,"CN"
"Week 13","2021","AUTOMOTIVE",42.49686,"CN"
"Week 13","2021","COAL",254.498,"CN"
"Week 13","2021","FOREST PRODUCTS",534.84059,"CN"
"Week 13","2021","GRAIN & FERTS",1283.93742,"CN"
"Week 13","2021","INTERMODAL",1201.93175,"CN"
"Week 13","2021","METALS&MINERALS",544.87085,"CN"
"Week 13","2021","PETRO&CHEMICALS",708.02829,"CN"
"Week 13","2021","RTMs TOTAL",4570.60375,"CN"
"Week 14","2021","AUTOMOTIVE",42.73383,"CN"
"Week 14","2021","COAL",299.0175,"CN"
"Week 14","2021","FOREST PRODUCTS",550.40712,"CN"
"Week 14","2021","GRAIN & FERTS",1475.53492,"CN"
"Week 14","2021","INTERMODAL",1241.56412,"CN"
"Week 14","2021","METALS&MINERALS",603.47784,"CN"
"Week 14","2021","PETRO&CHEMICALS",770.46617,"CN"
"Week 14","2021","RTMs TOTAL",4983.2015,"CN"
"Week 15","2021","AUTOMOTIVE",43.85628,"CN"
"Week 15","2021","COAL",330.46297,"CN"
"Week 15","2021","FOREST PRODUCTS",546.12737,"CN"
"Week 15","2021","GRAIN & FERTS",1480.80574,"CN"
"Week 15","2021","INTERMODAL",1136.58227,"CN"
"Week 15","2021","METALS&MINERALS",492.28848,"CN"
"Week 15","2021","PETRO&CHEMICALS",797.88382,"CN"
"Week 15","2021","RTMs TOTAL",4828.00692,"CN"
"Week 16","2021","AUTOMOTIVE",42.104,"CN"
"Week 16","2021","COAL",328.7994,"CN"
"Week 16","2021","FOREST PRODUCTS",530.1977,"CN"
"Week 16","2021","GRAIN & FERTS",1293.9671,"CN"
"Week 16","2021","INTERMODAL",1208.2636,"CN"
"Week 16","2021","METALS&MINERALS",512.2533,"CN"
"Week 16","2021","PETRO&CHEMICALS",728.5213,"CN"
"Week 16","2021","RTMs TOTAL",4644.1064,"CN"
"Week 17","2021","AUTOMOTIVE",46.20777,"CN"
"Week 17","2021","COAL",352.45307,"CN"
"Week 17","2021","FOREST PRODUCTS",572.78728,"CN"
"Week 17","2021","GRAIN & FERTS",1274.27537,"CN"
"Week 17","2021","INTERMODAL",1100.08106,"CN"
"Week 17","2021","METALS&MINERALS",452.75609,"CN"
"Week 17","2021","PETRO&CHEMICALS",796.50096,"CN"
"Week 17","2021","RTMs TOTAL",4595.0616,"CN"
"Week 18","2021","AUTOMOTIVE",42.73497,"CN"
"Week 18","2021","COAL",353.55953,"CN"
"Week 18","2021","FOREST PRODUCTS",552.05641,"CN"
"Week 18","2021","GRAIN & FERTS",1181.47615,"CN"
"Week 18","2021","INTERMODAL",1275.7934,"CN"
"Week 18","2021","METALS&MINERALS",483.1573,"CN"
"Week 18","2021","PETRO&CHEMICALS",735.78346,"CN"
"Week 18","2021","RTMs TOTAL",4624.56121,"CN"
"Week 19","2021","AUTOMOTIVE",49.32967,"CN"
"Week 19","2021","COAL",391.59043,"CN"
"Week 19","2021","FOREST PRODUCTS",542.72725,"CN"
"Week 19","2021","GRAIN & FERTS",1077.52307,"CN"
"Week 19","2021","INTERMODAL",1249.88933,"CN"
"Week 19","2021","METALS&MINERALS",445.08085,"CN"
"Week 19","2021","PETRO&CHEMICALS",782.98121,"CN"
"Week 19","2021","RTMs TOTAL",4539.12181,"CN"
"Week 20","2021","AUTOMOTIVE",48.53176,"CN"
"Week 20","2021","COAL",413.9339,"CN"
"Week 20","2021","FOREST PRODUCTS",553.51588,"CN"
"Week 20","2021","GRAIN & FERTS",1005.02847,"CN"
"Week 20","2021","INTERMODAL",1241.0954,"CN"
"Week 20","2021","METALS&MINERALS",470.20964,"CN"
"Week 20","2021","PETRO&CHEMICALS",756.74327,"CN"
"Week 20","2021","RTMs TOTAL",4489.05833,"CN"
"Week 21","2021","AUTOMOTIVE",55.3329,"CN"
"Week 21","2021","COAL",366.3864,"CN"
"Week 21","2021","FOREST PRODUCTS",498.6956,"CN"
"Week 21","2021","GRAIN & FERTS",1063.5159,"CN"
"Week 21","2021","INTERMODAL",1100.2288,"CN"
"Week 21","2021","METALS&MINERALS",554.9923,"CN"
"Week 21","2021","PETRO&CHEMICALS",736.7291,"CN"
"Week 21","2021","RTMs TOTAL",4375.8811,"CN"
"Week 22","2021","AUTOMOTIVE",46.40757,"CN"
"Week 22","2021","COAL",389.65313,"CN"
"Week 22","2021","FOREST PRODUCTS",558.42098,"CN"
"Week 22","2021","GRAIN & FERTS",1025.63188,"CN"
"Week 22","2021","INTERMODAL",1197.99731,"CN"
"Week 22","2021","METALS&MINERALS",534.23671,"CN"
"Week 22","2021","PETRO&CHEMICALS",837.44303,"CN"
"Week 22","2021","RTMs TOTAL",4589.79061,"CN"
"Week 23","2021","AUTOMOTIVE",45.87495,"CN"
"Week 23","2021","COAL",347.93799,"CN"
"Week 23","2021","FOREST PRODUCTS",542.84266,"CN"
"Week 23","2021","GRAIN & FERTS",1050.10471,"CN"
"Week 23","2021","INTERMODAL",1179.1778,"CN"
"Week 23","2021","METALS&MINERALS",463.21661,"CN"
"Week 23","2021","PETRO&CHEMICALS",727.53392,"CN"
"Week 23","2021","RTMs TOTAL",4356.68864,"CN"
"Week 24","2021","AUTOMOTIVE",39.0114,"CN"
"Week 24","2021","COAL",409.8683,"CN"
"Week 24","2021","FOREST PRODUCTS",535.3502,"CN"
"Week 24","2021","GRAIN & FERTS",992.8674,"CN"
"Week 24","2021","INTERMODAL",1127.5841,"CN"
"Week 24","2021","METALS&MINERALS",535.4581,"CN"
"Week 24","2021","PETRO&CHEMICALS",841.8688,"CN"
"Week 24","2021","RTMs TOTAL",4482.0083,"CN"
"Week 25","2021","AUTOMOTIVE",55.45121,"CN"
"Week 25","2021","COAL",356.19281,"CN"
"Week 25","2021","FOREST PRODUCTS",504.82705,"CN"
"Week 25","2021","GRAIN & FERTS",965.12646,"CN"
"Week 25","2021","INTERMODAL",1230.41138,"CN"
"Week 25","2021","METALS&MINERALS",535.45402,"CN"
"Week 25","2021","PETRO&CHEMICALS",794.21698,"CN"
"Week 25","2021","RTMs TOTAL",4441.67991,"CN"
"Week 26","2021","AUTOMOTIVE",48.62224,"CN"
"Week 26","2021","COAL",355.05595,"CN"
"Week 26","2021","FOREST PRODUCTS",415.23725,"CN"
"Week 26","2021","GRAIN & FERTS",839.7427,"CN"
"Week 26","2021","INTERMODAL",1003.43976,"CN"
"Week 26","2021","METALS&MINERALS",586.7613,"CN"
"Week 26","2021","PETRO&CHEMICALS",769.30576,"CN"
"Week 26","2021","RTMs TOTAL",4018.16496,"CN"
"Week 27","2021","AUTOMOTIVE",39.12282,"CN"
"Week 27","2021","COAL",344.02937,"CN"
"Week 27","2021","FOREST PRODUCTS",432.95941,"CN"
"Week 27","2021","GRAIN & FERTS",793.011,"CN"
"Week 27","2021","INTERMODAL",815.25834,"CN"
"Week 27","2021","METALS&MINERALS",608.92476,"CN"
"Week 27","2021","PETRO&CHEMICALS",759.7717,"CN"
"Week 27","2021","RTMs TOTAL",3793.07739,"CN"
"Week 28","2021","AUTOMOTIVE",36.89615,"CN"
"Week 28","2021","COAL",348.39818,"CN"
"Week 28","2021","FOREST PRODUCTS",455.65426,"CN"
"Week 28","2021","GRAIN & FERTS",783.20379,"CN"
"Week 28","2021","INTERMODAL",1019.10351,"CN"
"Week 28","2021","METALS&MINERALS",609.45019,"CN"
"Week 28","2021","PETRO&CHEMICALS",752.09017,"CN"
"Week 28","2021","RTMs TOTAL",4004.79624,"CN"
"Week 29","2021","AUTOMOTIVE",43.0925,"CN"
"Week 29","2021","COAL",371.9607,"CN"
"Week 29","2021","FOREST PRODUCTS",481.3472,"CN"
"Week 29","2021","GRAIN & FERTS",838.2373,"CN"
"Week 29","2021","INTERMODAL",1193.2144,"CN"
"Week 29","2021","METALS&MINERALS",572.792,"CN"
"Week 29","2021","PETRO&CHEMICALS",822.562,"CN"
"Week 29","2021","RTMs TOTAL",4323.2062,"CN"
"Week 30","2021","AUTOMOTIVE",48.48573,"CN"
"Week 30","2021","COAL",360.58229,"CN"
"Week 30","2021","FOREST PRODUCTS",465.55381,"CN"
"Week 30","2021","GRAIN & FERTS",943.19016,"CN"
"Week 30","2021","INTERMODAL",1170.03065,"CN"
"Week 30","2021","METALS&MINERALS",584.4062,"CN"
"Week 30","2021","PETRO&CHEMICALS",832.42103,"CN"
"Week 30","2021","RTMs TOTAL",4404.66987,"CN"
"Week 31","2021","AUTOMOTIVE",41.77464,"CN"
"Week 31","2021","COAL",402.93854,"CN"
"Week 31","2021","FOREST PRODUCTS",444.80655,"CN"
"Week 31","2021","GRAIN & FERTS",820.68099,"CN"
"Week 31","2021","INTERMODAL",1069.10742,"CN"
"Week 31","2021","METALS&MINERALS",568.07929,"CN"
"Week 31","2021","PETRO&CHEMICALS",833.21198,"CN"
"Week 31","2021","RTMs TOTAL",4180.59941,"CN"
"Week 32","2021","AUTOMOTIVE",41.53231,"CN"
"Week 32","2021","COAL",427.57891,"CN"
"Week 32","2021","FOREST PRODUCTS",492.66173,"CN"
"Week 32","2021","GRAIN & FERTS",903.29596,"CN"
"Week 32","2021","INTERMODAL",1209.10493,"CN"
"Week 32","2021","METALS&MINERALS",603.40297,"CN"
"Week 32","2021","PETRO&CHEMICALS",805.99216,"CN"
"Week 32","2021","RTMs TOTAL",4483.56898,"CN"
"Week 33","2021","AUTOMOTIVE",49.39554,"CN"
"Week 33","2021","COAL",410.58072,"CN"
"Week 33","2021","FOREST PRODUCTS",475.88558,"CN"
"Week 33","2021","GRAIN & FERTS",931.03264,"CN"
"Week 33","2021","INTERMODAL",1128.42555,"CN"
"Week 33","2021","METALS&MINERALS",503.89842,"CN"
"Week 33","2021","PETRO&CHEMICALS",824.61366,"CN"
"Week 33","2021","RTMs TOTAL",4323.83213,"CN"
"Week 34","2021","AUTOMOTIVE",45.42426,"CN"
"Week 34","2021","COAL",447.30706,"CN"
"Week 34","2021","FOREST PRODUCTS",486.07444,"CN"
"Week 34","2021","GRAIN & FERTS",856.7591,"CN"
"Week 34","2021","INTERMODAL",1123.38413,"CN"
"Week 34","2021","METALS&MINERALS",478.54006,"CN"
"Week 34","2021","PETRO&CHEMICALS",793.93929,"CN"
"Week 34","2021","RTMs TOTAL",4231.42835,"CN"
"Week 35","2021","AUTOMOTIVE",36.95765,"CN"
"Week 35","2021","COAL",383.26607,"CN"
"Week 35","2021","FOREST PRODUCTS",482.86033,"CN"
"Week 35","2021","GRAIN & FERTS",886.82486,"CN"
"Week 35","2021","INTERMODAL",1106.04769,"CN"
"Week 35","2021","METALS&MINERALS",434.49595,"CN"
"Week 35","2021","PETRO&CHEMICALS",791.67695,"CN"
"Week 35","2021","RTMs TOTAL",4122.12951,"CN"
"Week 36","2021","AUTOMOTIVE",35.84705,"CN"
"Week 36","2021","COAL",388.85898,"CN"
"Week 36","2021","FOREST PRODUCTS",480.2437,"CN"
"Week 36","2021","GRAIN & FERTS",939.44351,"CN"
"Week 36","2021","INTERMODAL",934.68716,"CN"
"Week 36","2021","METALS&MINERALS",418.01356,"CN"
"Week 36","2021","PETRO&CHEMICALS",865.06956,"CN"
"Week 36","2021","RTMs TOTAL",4062.16351,"CN"
"Week 37","2021","AUTOMOTIVE",47.09883,"CN"
"Week 37","2021","COAL",381.76252,"CN"
"Week 37","2021","FOREST PRODUCTS",520.71315,"CN"
"Week 37","2021","GRAIN & FERTS",1056.66481,"CN"
"Week 37","2021","INTERMODAL",1160.68041,"CN"
"Week 37","2021","METALS&MINERALS",524.69046,"CN"
"Week 37","2021","PETRO&CHEMICALS",811.3171,"CN"
"Week 37","2021","RTMs TOTAL",4502.9273,"CN"
"Week 38","2021","AUTOMOTIVE",42.0477,"CN"
"Week 38","2021","COAL",419.76,"CN"
"Week 38","2021","FOREST PRODUCTS",479.3892,"CN"
"Week 38","2021","GRAIN & FERTS",977.8513,"CN"
"Week 38","2021","INTERMODAL",1134.2222,"CN"
"Week 38","2021","METALS&MINERALS",591.5942,"CN"
"Week 38","2021","PETRO&CHEMICALS",887.7628,"CN"
"Week 38","2021","RTMs TOTAL",4532.6274,"CN"
"Week 39","2021","AUTOMOTIVE",44.97043,"CN"
"Week 39","2021","COAL",430.72863,"CN"
"Week 39","2021","FOREST PRODUCTS",484.54341,"CN"
"Week 39","2021","GRAIN & FERTS",1055.06445,"CN"
"Week 39","2021","INTERMODAL",1124.06473,"CN"
"Week 39","2021","METALS&MINERALS",619.68976,"CN"
"Week 39","2021","PETRO&CHEMICALS",832.2032,"CN"
"Week 39","2021","RTMs TOTAL",4591.26461,"CN"
"Week 40","2021","AUTOMOTIVE",47.53817,"CN"
"Week 40","2021","COAL",467.45376,"CN"
"Week 40","2021","FOREST PRODUCTS",494.5186,"CN"
"Week 40","2021","GRAIN & FERTS",1174.8783,"CN"
"Week 40","2021","INTERMODAL",1156.89999,"CN"
"Week 40","2021","METALS&MINERALS",564.3601,"CN"
"Week 40","2021","PETRO&CHEMICALS",835.01057,"CN"
"Week 40","2021","RTMs TOTAL",4740.65948,"CN"
"Week 41","2021","AUTOMOTIVE",40.02255,"CN"
"Week 41","2021","COAL",378.17329,"CN"
"Week 41","2021","FOREST PRODUCTS",481.1269,"CN"
"Week 41","2021","GRAIN & FERTS",1180.7423,"CN"
"Week 41","2021","INTERMODAL",1074.28318,"CN"
"Week 41","2021","METALS&MINERALS",461.05461,"CN"
"Week 41","2021","PETRO&CHEMICALS",823.98644,"CN"
"Week 41","2021","RTMs TOTAL",4439.38927,"CN"
"Week 42","2021","AUTOMOTIVE",51.21558,"CN"
"Week 42","2021","COAL",303.89921,"CN"
"Week 42","2021","FOREST PRODUCTS",502.013,"CN"
"Week 42","2021","GRAIN & FERTS",1107.62596,"CN"
"Week 42","2021","INTERMODAL",1121.98994,"CN"
"Week 42","2021","METALS&MINERALS",527.23219,"CN"
"Week 42","2021","PETRO&CHEMICALS",857.7312,"CN"
"Week 42","2021","RTMs TOTAL",4471.70708,"CN"
"Week 43","2021","AUTOMOTIVE",44.96537,"CN"
"Week 43","2021","COAL",344.97114,"CN"
"Week 43","2021","FOREST PRODUCTS",511.59971,"CN"
"Week 43","2021","GRAIN & FERTS",1189.23851,"CN"
"Week 43","2021","INTERMODAL",1096.31029,"CN"
"Week 43","2021","METALS&MINERALS",489.4144,"CN"
"Week 43","2021","PETRO&CHEMICALS",846.17925,"CN"
"Week 43","2021","RTMs TOTAL",4522.67867,"CN"
"Week 44","2021","AUTOMOTIVE",39.08412,"CN"
"Week 44","2021","COAL",364.07163,"CN"
"Week 44","2021","FOREST PRODUCTS",526.14572,"CN"
"Week 44","2021","GRAIN & FERTS",1148.87559,"CN"
"Week 44","2021","INTERMODAL",1193.74528,"CN"
"Week 44","2021","METALS&MINERALS",531.39848,"CN"
"Week 44","2021","PETRO&CHEMICALS",958.1611,"CN"
"Week 44","2021","RTMs TOTAL",4761.48191,"CN"
"Week 45","2021","AUTOMOTIVE",40.00893,"CN"
"Week 45","2021","COAL",365.52733,"CN"
"Week 45","2021","FOREST PRODUCTS",453.54315,"CN"
"Week 45","2021","GRAIN & FERTS",1144.43183,"CN"
"Week 45","2021","INTERMODAL",1134.2036,"CN"
"Week 45","2021","METALS&MINERALS",493.287,"CN"
"Week 45","2021","PETRO&CHEMICALS",856.16159,"CN"
"Week 45","2021","RTMs TOTAL",4487.16343,"CN"
"Week 46","2021","AUTOMOTIVE",41.59702,"CN"
"Week 46","2021","COAL",449.19188,"CN"
"Week 46","2021","FOREST PRODUCTS",517.21748,"CN"
"Week 46","2021","GRAIN & FERTS",1077.48506,"CN"
"Week 46","2021","INTERMODAL",910.38901,"CN"
"Week 46","2021","METALS&MINERALS",442.77789,"CN"
"Week 46","2021","PETRO&CHEMICALS",775.58355,"CN"
"Week 46","2021","RTMs TOTAL",4214.24189,"CN"
"Week 47","2021","AUTOMOTIVE",37.92803,"CN"
"Week 47","2021","COAL",273.01663,"CN"
"Week 47","2021","FOREST PRODUCTS",436.26964,"CN"
"Week 47","2021","GRAIN & FERTS",872.8814,"CN"
"Week 47","2021","INTERMODAL",722.96375,"CN"
"Week 47","2021","METALS&MINERALS",511.93994,"CN"
"Week 47","2021","PETRO&CHEMICALS",828.32334,"CN"
"Week 47","2021","RTMs TOTAL",3683.32273,"CN"
"Week 48","2021","AUTOMOTIVE",43.4521,"CN"
"Week 48","2021","COAL",299.7621,"CN"
"Week 48","2021","FOREST PRODUCTS",443.5149,"CN"
"Week 48","2021","GRAIN & FERTS",977.5989,"CN"
"Week 48","2021","INTERMODAL",939.7691,"CN"
"Week 48","2021","METALS&MINERALS",550.9291,"CN"
"Week 48","2021","PETRO&CHEMICALS",778.3695,"CN"
"Week 48","2021","RTMs TOTAL",4033.3957,"CN"
"Week 49","2021","AUTOMOTIVE",49.9277,"CN"
"Week 49","2021","COAL",332.6175,"CN"
"Week 49","2021","FOREST PRODUCTS",414.8468,"CN"
"Week 49","2021","GRAIN & FERTS",1104.6622,"CN"
"Week 49","2021","INTERMODAL",1084.7134,"CN"
"Week 49","2021","METALS&MINERALS",487.0639,"CN"
"Week 49","2021","PETRO&CHEMICALS",842.9973,"CN"
"Week 49","2021","RTMs TOTAL",4316.8288,"CN"
"Week 50","2021","AUTOMOTIVE",48.95109,"CN"
"Week 50","2021","COAL",391.04913,"CN"
"Week 50","2021","FOREST PRODUCTS",485.37099,"CN"
"Week 50","2021","GRAIN & FERTS",1228.34603,"CN"
"Week 50","2021","INTERMODAL",1125.16005,"CN"
"Week 50","2021","METALS&MINERALS",549.92746,"CN"
"Week 50","2021","PETRO&CHEMICALS",804.33408,"CN"
"Week 50","2021","RTMs TOTAL",4633.13882,"CN"
"Week 51","2021","AUTOMOTIVE",39.80796,"CN"
"Week 51","2021","COAL",314.13094,"CN"
"Week 51","2021","FOREST PRODUCTS",415.3552,"CN"
"Week 51","2021","GRAIN & FERTS",981.83815,"CN"
"Week 51","2021","INTERMODAL",927.45378,"CN"
"Week 51","2021","METALS&MINERALS",434.82509,"CN"
"Week 51","2021","PETRO&CHEMICALS",887.1438,"CN"
"Week 51","2021","RTMs TOTAL",4000.55493,"CN"
"Week 52","2021","AUTOMOTIVE",36.15066,"CN"
"Week 52","2021","COAL",232.43128,"CN"
"Week 52","2021","FOREST PRODUCTS",326.63437,"CN"
"Week 52","2021","GRAIN & FERTS",750.77749,"CN"
"Week 52","2021","INTERMODAL",735.26635,"CN"
"Week 52","2021","METALS&MINERALS",390.89581,"CN"
"Week 52","2021","PETRO&CHEMICALS",710.31911,"CN"
"Week 52","2021","RTMs TOTAL",3182.47507,"CN"
"Week 1","2022","AUTOMOTIVE",31.34586,"CN"
"Week 1","2022","COAL",273.29375,"CN"
"Week 1","2022","FOREST PRODUCTS",379.14289,"CN"
"Week 1","2022","GRAIN & FERTS",865.99123,"CN"
"Week 1","2022","INTERMODAL",951.77716,"CN"
"Week 1","2022","METALS&MINERALS",400.62115,"CN"
"Week 1","2022","PETRO&CHEMICALS",810.78641,"CN"
"Week 1","2022","RTMs TOTAL",3712.95844,"CN"
"Week 2","2022","AUTOMOTIVE",48.89684,"CN"
"Week 2","2022","COAL",299.22829,"CN"
"Week 2","2022","FOREST PRODUCTS",462.79665,"CN"
"Week 2","2022","GRAIN & FERTS",881.3404,"CN"
"Week 2","2022","INTERMODAL",1055.21368,"CN"
"Week 2","2022","METALS&MINERALS",445.47746,"CN"
"Week 2","2022","PETRO&CHEMICALS",896.04524,"CN"
"Week 2","2022","RTMs TOTAL",4088.99857,"CN"
"Week 3","2022","AUTOMOTIVE",48.53677,"CN"
"Week 3","2022","COAL",394.47357,"CN"
"Week 3","2022","FOREST PRODUCTS",479.59773,"CN"
"Week 3","2022","GRAIN & FERTS",974.39879,"CN"
"Week 3","2022","INTERMODAL",991.71514,"CN"
"Week 3","2022","METALS&MINERALS",464.79969,"CN"
"Week 3","2022","PETRO&CHEMICALS",859.07151,"CN"
"Week 3","2022","RTMs TOTAL",4212.5932,"CN"
"Week 4","2022","AUTOMOTIVE",45.85514,"CN"
"Week 4","2022","COAL",443.73432,"CN"
"Week 4","2022","FOREST PRODUCTS",497.40998,"CN"
"Week 4","2022","GRAIN & FERTS",983.05326,"CN"
"Week 4","2022","INTERMODAL",1080.22638,"CN"
"Week 4","2022","METALS&MINERALS",471.09818,"CN"
"Week 4","2022","PETRO&CHEMICALS",948.40888,"CN"
"Week 4","2022","RTMs TOTAL",4469.78614,"CN"
"Week 5","2022","AUTOMOTIVE",41.08246,"CN"
"Week 5","2022","COAL",478.77223,"CN"
"Week 5","2022","FOREST PRODUCTS",393.62406,"CN"
"Week 5","2022","GRAIN & FERTS",901.81814,"CN"
"Week 5","2022","INTERMODAL",984.3053,"CN"
"Week 5","2022","METALS&MINERALS",454.22707,"CN"
"Week 5","2022","PETRO&CHEMICALS",829.83137,"CN"
"Week 5","2022","RTMs TOTAL",4083.66062,"CN"
"Week 6","2022","AUTOMOTIVE",50.50292,"CN"
"Week 6","2022","COAL",416.71332,"CN"
"Week 6","2022","FOREST PRODUCTS",444.64685,"CN"
"Week 6","2022","GRAIN & FERTS",1106.46489,"CN"
"Week 6","2022","INTERMODAL",1049.73239,"CN"
"Week 6","2022","METALS&MINERALS",474.90666,"CN"
"Week 6","2022","PETRO&CHEMICALS",906.57214,"CN"
"Week 6","2022","RTMs TOTAL",4449.53916,"CN"
"Week 7","2022","AUTOMOTIVE",45.84017,"CN"
"Week 7","2022","COAL",407.08307,"CN"
"Week 7","2022","FOREST PRODUCTS",444.74219,"CN"
"Week 7","2022","GRAIN & FERTS",1042.1708,"CN"
"Week 7","2022","INTERMODAL",1003.8171,"CN"
"Week 7","2022","METALS&MINERALS",480.75028,"CN"
"Week 7","2022","PETRO&CHEMICALS",909.75544,"CN"
"Week 7","2022","RTMs TOTAL",4334.15905,"CN"
"Week 8","2022","AUTOMOTIVE",46.43668,"CN"
"Week 8","2022","COAL",429.8304,"CN"
"Week 8","2022","FOREST PRODUCTS",413.33798,"CN"
"Week 8","2022","GRAIN & FERTS",1122.68502,"CN"
"Week 8","2022","INTERMODAL",1028.63639,"CN"
"Week 8","2022","METALS&MINERALS",421.68529,"CN"
"Week 8","2022","PETRO&CHEMICALS",879.67447,"CN"
"Week 8","2022","RTMs TOTAL",4342.28621,"CN"
"Week 9","2022","AUTOMOTIVE",52.56074,"CN"
"Week 9","2022","COAL",454.41589,"CN"
"Week 9","2022","FOREST PRODUCTS",454.99207,"CN"
"Week 9","2022","GRAIN & FERTS",1110.18588,"CN"
"Week 9","2022","INTERMODAL",1100.13467,"CN"
"Week 9","2022","METALS&MINERALS",420.55377,"CN"
"Week 9","2022","PETRO&CHEMICALS",912.27808,"CN"
"Week 9","2022","RTMs TOTAL",4505.1211,"CN"
"Week 10","2022","AUTOMOTIVE",58.02629,"CN"
"Week 10","2022","COAL",460.30515,"CN"
"Week 10","2022","FOREST PRODUCTS",490.41384,"CN"
"Week 10","2022","GRAIN & FERTS",1006.87802,"CN"
"Week 10","2022","INTERMODAL",1108.27639,"CN"
"Week 10","2022","METALS&MINERALS",611.49292,"CN"
"Week 10","2022","PETRO&CHEMICALS",920.15351,"CN"
"Week 10","2022","RTMs TOTAL",4655.54612,"CN"
"Week 11","2022","AUTOMOTIVE",59.00074,"CN"
"Week 11","2022","COAL",467.89077,"CN"
"Week 11","2022","FOREST PRODUCTS",487.29231,"CN"
"Week 11","2022","GRAIN & FERTS",1108.88865,"CN"
"Week 11","2022","INTERMODAL",1126.50058,"CN"
"Week 11","2022","METALS&MINERALS",600.0269,"CN"
"Week 11","2022","PETRO&CHEMICALS",962.79301,"CN"
"Week 11","2022","RTMs TOTAL",4812.39295,"CN"
"Week 12","2022","AUTOMOTIVE",61.04107,"CN"
"Week 12","2022","COAL",455.14201,"CN"
"Week 12","2022","FOREST PRODUCTS",483.74493,"CN"
"Week 12","2022","GRAIN & FERTS",1240.55803,"CN"
"Week 12","2022","INTERMODAL",1228.80557,"CN"
"Week 12","2022","METALS&MINERALS",579.9537,"CN"
"Week 12","2022","PETRO&CHEMICALS",1028.62526,"CN"
"Week 12","2022","RTMs TOTAL",5077.87055,"CN"
"Week 13","2022","AUTOMOTIVE",54.47005,"CN"
"Week 13","2022","COAL",494.2815,"CN"
"Week 13","2022","FOREST PRODUCTS",466.40951,"CN"
"Week 13","2022","GRAIN & FERTS",1228.71491,"CN"
"Week 13","2022","INTERMODAL",1202.54215,"CN"
"Week 13","2022","METALS&MINERALS",555.67728,"CN"
"Week 13","2022","PETRO&CHEMICALS",860.89158,"CN"
"Week 13","2022","RTMs TOTAL",4862.98697,"CN"
"Week 14","2022","AUTOMOTIVE",55.93915,"CN"
"Week 14","2022","COAL",488.38839,"CN"
"Week 14","2022","FOREST PRODUCTS",473.37424,"CN"
"Week 14","2022","GRAIN & FERTS",1143.95693,"CN"
"Week 14","2022","INTERMODAL",1289.89686,"CN"
"Week 14","2022","METALS&MINERALS",545.93596,"CN"
"Week 14","2022","PETRO&CHEMICALS",961.31267,"CN"
"Week 14","2022","RTMs TOTAL",4958.8042,"CN"
"Week 15","2022","AUTOMOTIVE",61.69923,"CN"
"Week 15","2022","COAL",506.36838,"CN"
"Week 15","2022","FOREST PRODUCTS",485.11398,"CN"
"Week 15","2022","GRAIN & FERTS",1164.20776,"CN"
"Week 15","2022","INTERMODAL",1133.85835,"CN"
"Week 15","2022","METALS&MINERALS",554.76911,"CN"
"Week 15","2022","PETRO&CHEMICALS",952.534,"CN"
"Week 15","2022","RTMs TOTAL",4858.55081,"CN"
"Week 16","2022","AUTOMOTIVE",67.41898,"CN"
"Week 16","2022","COAL",472.86284,"CN"
